,Re,Im
5775350701.402805,0.48247515336066926,-4.612367771816412
5787174348.697395,0.4443108824443691,-4.491384976969849
5798997995.991984,0.40876433207275253,-4.369671237676565
5810821643.286573,0.3757724277514699,-4.2472776995976504
5822645290.581162,0.34527591648517464,-4.124248585740837
5834468937.8757515,0.31721932710089285,-4.000621807768934
5846292585.170341,0.2915509249934135,-3.876429515307338
5858116232.46493,0.2682226636098015,-3.7516985901500424
5869939879.75952,0.24719013457166517,-3.6264510914378163
5881763527.054109,0.2284125180205121,-3.500704657157789
5893587174.348698,0.2118525344814423,-3.3744728666829573
5905410821.643287,0.19747639933375982,-3.247765568540392
5917234468.937876,0.18525378079289972,-3.1205891771186964
5929058116.232465,0.17515776215568435,-2.992946941623322
5940881763.527054,0.16716480896229768,-2.8648391902336465
5952705410.821644,0.1612547416097525,-2.736263552105864
5964529058.116233,0.15741071390386868,-2.6072151596040753
5976352705.410822,0.15561919795921147,-2.4776868328968895
5988176352.705411,0.15586997582457313,-2.347669248874213
6000000000.0,0.15815613817296148,-2.2171510961431506
